OBJECTID,TransOrder,POINT_X,POINT_Y,UniqueID,M_ft,Z_ft,Beach,Fema_VE_ft
40098,94,6006231.834,1928347.996,44746,3517.053438,18.69599915,Pescadero,24
40099,94,6006235.111,1928348.157,44747,3520.334292,17.30500031,Pescadero,24
40100,94,6006238.388,1928348.318,44748,3523.615129,16.26099968,Pescadero,24
40101,94,6006241.665,1928348.479,44749,3526.895966,16.67399979,Pescadero,24
40102,94,6006244.942,1928348.64,44750,3530.17682,18.57600021,Pescadero,24
40103,94,6006248.219,1928348.801,44751,3533.457657,18.89599991,Pescadero,24
40104,94,6006251.495,1928348.962,44752,3536.738511,18.84000015,Pescadero,24
40105,94,6006254.772,1928349.123,44753,3540.019348,18.88199997,Pescadero,24
40106,94,6006258.049,1928349.283,44754,3543.300185,18.3560009,Pescadero,24
40107,94,6006261.326,1928349.444,44755,3546.581039,17.58699989,Pescadero,24
40108,94,6006264.603,1928349.605,44756,3549.861876,18.36800003,Pescadero,24
40109,94,6006267.88,1928349.766,44757,3553.142713,18.81699944,Pescadero,24
40110,94,6006271.157,1928349.927,44758,3556.423567,19.19199944,Pescadero,24
40111,94,6006274.434,1928350.088,44759,3559.704404,19.13199997,Pescadero,24
40112,94,6006277.711,1928350.249,44760,3562.985242,19.54700089,Pescadero,24
40113,94,6006280.988,1928350.41,44761,3566.266095,19.71800041,Pescadero,24
40114,94,6006284.264,1928350.57,44762,3569.546932,20.31500053,Pescadero,24
40115,94,6006287.541,1928350.731,44763,3572.82777,20.29500008,Pescadero,24
40116,94,6006290.818,1928350.892,44764,3576.108623,19.99900055,Pescadero,24
40117,94,6006294.095,1928351.053,44765,3579.38946,19.97400093,Pescadero,24
40118,94,6006297.372,1928351.214,44766,3582.670298,20.04199982,Pescadero,24
40119,94,6006300.649,1928351.375,44767,3585.950823,20.18000031,Pescadero,24
40120,94,6006303.925,1928351.536,44768,3589.231661,20.5739994,Pescadero,24
40121,94,6006307.202,1928351.696,44769,3592.512498,20.53800011,Pescadero,24
40122,94,6006310.479,1928351.858,44770,3595.793352,21.45499992,Pescadero,24
40123,94,6006313.756,1928352.018,44771,3599.074189,22.38400078,Pescadero,24
40124,94,6006317.033,1928352.179,44772,3602.355026,22.19099998,Pescadero,24
40125,94,6006320.31,1928352.34,44773,3605.63588,22.38400078,Pescadero,24
40126,94,6006323.587,1928352.501,44774,3608.916717,22.16699982,Pescadero,24
40127,94,6006326.864,1928352.662,44775,3612.197554,22.11199951,Pescadero,24
40128,94,6006330.141,1928352.823,44776,3615.478408,22.0909996,Pescadero,24
40129,94,6006333.418,1928352.984,44777,3618.759245,22.07099915,Pescadero,24
40130,94,6006336.694,1928353.145,44778,3622.040099,22.09300041,Pescadero,24
40131,94,6006339.971,1928353.305,44779,3625.320936,22.13199997,Pescadero,24
40132,94,6006343.248,1928353.466,44780,3628.601773,22.17200089,Pescadero,24
40133,94,6006346.525,1928353.627,44781,3631.882627,22.12999916,Pescadero,24
40134,94,6006349.802,1928353.788,44782,3635.163464,22.11199951,Pescadero,24
40135,94,6006353.079,1928353.949,44783,3638.444301,22.16900063,Pescadero,24
40136,94,6006356.356,1928354.11,44784,3641.725155,22.26600075,Pescadero,24
40137,94,6006359.633,1928354.271,44785,3645.005992,22.58600044,Pescadero,24
40138,94,6006362.91,1928354.431,44786,3648.286829,23.81100082,Pescadero,24
40139,94,6006366.187,1928354.592,44787,3651.567683,24.11000061,Pescadero,24
40140,94,6006369.463,1928354.753,44788,3654.84852,25.44099998,Pescadero,24
40141,94,6006372.74,1928354.914,44789,3658.129358,26.37000084,Pescadero,24
40142,94,6006376.017,1928355.075,44790,3661.410211,27.28300095,Pescadero,24
40143,94,6006379.294,1928355.236,44791,3664.691048,27.86599922,Pescadero,24
40144,94,6006382.571,1928355.397,44792,3667.971886,29.14599991,Pescadero,24
40145,94,6006385.848,1928355.558,44793,3671.252739,31.31399918,Pescadero,24
40146,94,6006389.125,1928355.718,44794,3674.533576,33.51800156,Pescadero,24
40147,94,6006392.402,1928355.879,44795,3677.814414,36.08599854,Pescadero,24
40148,94,6006395.679,1928356.04,44796,3681.095267,39.1269989,Pescadero,24
40149,94,6006398.955,1928356.201,44797,3684.376105,41.27000046,Pescadero,24
40150,94,6006402.232,1928356.362,44798,3687.656942,42.88000107,Pescadero,24
40151,94,6006405.509,1928356.523,44799,3690.937795,45.12400055,Pescadero,24
40152,94,6006408.786,1928356.684,44800,3694.218633,47.00600052,Pescadero,24
40153,94,6006412.063,1928356.844,44801,3697.499142,48.87400055,Pescadero,24
40154,94,6006415.34,1928357.005,44802,3700.779996,50.77700043,Pescadero,24
40155,94,6006418.617,1928357.166,44803,3704.060833,53.10800171,Pescadero,24
40156,94,6006421.893,1928357.327,44804,3707.341686,54.73799896,Pescadero,24
40157,94,6006425.17,1928357.488,44805,3710.622524,55.91400146,Pescadero,24
40158,94,6006428.447,1928357.649,44806,3713.903361,56.60200119,Pescadero,24
40159,94,6006431.724,1928357.81,44807,3717.184215,56.64599991,Pescadero,24
40160,94,6006435.001,1928357.971,44808,3720.465052,57.09199905,Pescadero,24
40161,94,6006438.278,1928358.131,44809,3723.745889,57.34999847,Pescadero,24
40162,94,6006441.555,1928358.293,44810,3727.026743,57.43700027,Pescadero,24
40163,94,6006444.832,1928358.453,44811,3730.30758,57.72200012,Pescadero,24
40164,94,6006448.109,1928358.614,44812,3733.588417,57.8429985,Pescadero,24
40165,94,6006451.385,1928358.775,44813,3736.869271,58.0870018,Pescadero,24
40166,94,6006454.662,1928358.936,44814,3740.150108,58.07799911,Pescadero,24
40167,94,6006457.939,1928359.097,44815,3743.430945,57.98899841,Pescadero,24
40168,94,6006461.216,1928359.258,44816,3746.711799,58.08599854,Pescadero,24
40169,94,6006464.493,1928359.419,44817,3749.992636,58.29399872,Pescadero,24
40170,94,6006467.77,1928359.579,44818,3753.273474,58.37200165,Pescadero,24
40171,94,6006471.047,1928359.74,44819,3756.554327,57.28300095,Pescadero,24
40172,94,6006474.324,1928359.901,44820,3759.835164,54.91699982,Pescadero,24
40173,94,6006477.601,1928360.062,44821,3763.116002,52.84400177,Pescadero,24
40174,94,6006480.878,1928360.223,44822,3766.396855,50.93600082,Pescadero,24
40175,94,6006484.154,1928360.384,44823,3769.677692,49.34700012,Pescadero,24
40176,94,6006487.431,1928360.545,44824,3772.95853,48.86800003,Pescadero,24
40177,94,6006490.708,1928360.706,44825,3776.239383,48.18299866,Pescadero,24
40178,94,6006493.985,1928360.866,44826,3779.520221,47.92699814,Pescadero,24
40179,94,6006497.262,1928361.027,44827,3782.801058,48.40599823,Pescadero,24
40180,94,6006500.539,1928361.188,44828,3786.081911,49.64899826,Pescadero,24
40181,94,6006503.816,1928361.349,44829,3789.362749,50.40499878,Pescadero,24
40182,94,6006507.093,1928361.51,44830,3792.643602,51.09700012,Pescadero,24
40183,94,6006510.37,1928361.671,44831,3795.924439,52.04000092,Pescadero,24
40184,94,6006513.647,1928361.832,44832,3799.205277,52.64799881,Pescadero,24
40185,94,6006516.923,1928361.993,44833,3802.48613,53.27500153,Pescadero,24
40186,94,6006520.2,1928362.153,44834,3805.766968,53.96500015,Pescadero,24
40187,94,6006523.477,1928362.314,44835,3809.047805,54.36800003,Pescadero,24
40188,94,6006526.754,1928362.475,44836,3812.328331,55.11000061,Pescadero,24
40189,94,6006530.031,1928362.636,44837,3815.609168,55.74200058,Pescadero,24
40190,94,6006533.308,1928362.797,44838,3818.890005,56.49200058,Pescadero,24
40191,94,6006536.584,1928362.958,44839,3822.170859,57.24200058,Pescadero,24
40192,94,6006539.861,1928363.119,44840,3825.451696,57.77000046,Pescadero,24
40193,94,6006543.138,1928363.279,44841,3828.732533,58.41699982,Pescadero,24
40194,94,6006546.415,1928363.441,44842,3832.013387,59.51100159,Pescadero,24
40195,94,6006549.692,1928363.601,44843,3835.294224,60.89599991,Pescadero,24
40196,94,6006552.969,1928363.762,44844,3838.575062,62.29299927,Pescadero,24
40197,94,6006556.246,1928363.923,44845,3841.855915,63.60900116,Pescadero,24
40198,94,6006559.523,1928364.084,44846,3845.136752,64.81300354,Pescadero,24
40199,94,6006562.8,1928364.245,44847,3848.41759,65.94799805,Pescadero,24
40200,94,6006566.077,1928364.406,44848,3851.698443,67.43499756,Pescadero,24
40201,94,6006569.353,1928364.566,44849,3854.97928,69.47699738,Pescadero,24
40202,94,6006572.63,1928364.727,44850,3858.260118,71.05400085,Pescadero,24
40203,94,6006575.907,1928364.888,44851,3861.540971,72.56999969,Pescadero,24
40204,94,6006579.184,1928365.049,44852,3864.821809,74.23300171,Pescadero,24
40205,94,6006582.461,1928365.21,44853,3868.102646,75.89299774,Pescadero,24
40206,94,6006585.738,1928365.371,44854,3871.383499,77.38999939,Pescadero,24
40207,94,6006589.015,1928365.532,44855,3874.664337,78.2009964,Pescadero,24
40208,94,6006592.292,1928365.693,44856,3877.94519,79.30000305,Pescadero,24
40209,94,6006595.569,1928365.854,44857,3881.226027,80.5019989,Pescadero,24
40210,94,6006598.845,1928366.014,44858,3884.506865,82.16200256,Pescadero,24
40211,94,6006602.122,1928366.175,44859,3887.787718,83.74299622,Pescadero,24
40212,94,6006605.399,1928366.336,44860,3891.068556,85.56800079,Pescadero,24
40213,94,6006608.676,1928366.497,44861,3894.349393,87.10500336,Pescadero,24
40214,94,6006611.953,1928366.658,44862,3897.630246,88.1740036,Pescadero,24
40215,94,6006615.23,1928366.819,44863,3900.911084,89.09600067,Pescadero,24
40216,94,6006618.507,1928366.98,44864,3904.191921,89.69100189,Pescadero,24
40217,94,6006621.784,1928367.141,44865,3907.472774,90.39900208,Pescadero,24
40218,94,6006625.061,1928367.301,44866,3910.753612,91.57099915,Pescadero,24
40219,94,6006628.338,1928367.462,44867,3914.034449,92.40799713,Pescadero,24
40220,94,6006631.614,1928367.623,44868,3917.315302,93.70700073,Pescadero,24
40221,94,6006634.891,1928367.784,44869,3920.59614,95.77600098,Pescadero,24
40222,94,6006638.168,1928367.945,44870,3923.876649,96.47399902,Pescadero,24
40223,94,6006641.445,1928368.106,44871,3927.157503,97.5739975,Pescadero,24
40224,94,6006644.722,1928368.267,44872,3930.43834,98.77100372,Pescadero,24
40225,94,6006647.999,1928368.427,44873,3933.719178,99.91799927,Pescadero,24
40226,94,6006651.276,1928368.588,44874,3937.000031,101.1340027,Pescadero,24
40227,94,6006654.552,1928368.749,44875,3940.280868,102.4869995,Pescadero,24
40228,94,6006657.829,1928368.91,44876,3943.561706,104.1299973,Pescadero,24
40229,94,6006661.106,1928369.071,44877,3946.842559,105.6709976,Pescadero,24
40230,94,6006664.383,1928369.232,44878,3950.123396,107.1660004,Pescadero,24
40231,94,6006667.66,1928369.393,44879,3953.404234,109.3170013,Pescadero,24
40232,94,6006670.937,1928369.554,44880,3956.685087,111.3209991,Pescadero,24
40233,94,6006674.214,1928369.714,44881,3959.965925,113.8119965,Pescadero,24
40234,94,6006677.491,1928369.876,44882,3963.246778,116.4339981,Pescadero,24
40235,94,6006680.768,1928370.036,44883,3966.527615,118.6600037,Pescadero,24
40236,94,6006684.044,1928370.197,44884,3969.808453,120.5070038,Pescadero,24
40237,94,6006687.321,1928370.358,44885,3973.089306,122.2549973,Pescadero,24
40238,94,6006690.598,1928370.519,44886,3976.370143,124.9990005,Pescadero,24
40239,94,6006693.875,1928370.68,44887,3979.650981,127.5009995,Pescadero,24
40240,94,6006697.152,1928370.841,44888,3982.931834,129.4140015,Pescadero,24
40241,94,6006700.429,1928371.002,44889,3986.212672,131.3269958,Pescadero,24
40242,94,6006703.706,1928371.162,44890,3989.493509,132.651001,Pescadero,24
40243,94,6006706.983,1928371.323,44891,3992.774362,134.4230042,Pescadero,24
40244,94,6006710.26,1928371.484,44892,3996.0552,135.9470062,Pescadero,24
40245,94,6006713.537,1928371.645,44893,3999.336037,137.5690002,Pescadero,24
40246,94,6006716.813,1928371.806,44894,4002.61689,139.2180023,Pescadero,24
40247,94,6006720.09,1928371.967,44895,4005.897728,140.845993,Pescadero,24
40248,94,6006723.367,1928372.127,44896,4009.178565,143.0780029,Pescadero,24
40249,94,6006726.644,1928372.289,44897,4012.459419,145.5140076,Pescadero,24
40250,94,6006729.921,1928372.449,44898,4015.740256,147.8309937,Pescadero,24
40251,94,6006733.198,1928372.61,44899,4019.021093,149.2169952,Pescadero,24
40252,94,6006736.475,1928372.771,44900,4022.301947,150.4730072,Pescadero,24
40253,94,6006739.752,1928372.932,44901,4025.582784,151.9409943,Pescadero,24
40254,94,6006743.029,1928373.093,44902,4028.863621,153.7279968,Pescadero,24
40255,94,6006746.306,1928373.254,44903,4032.144475,155.4799957,Pescadero,24
40256,94,6006749.582,1928373.415,44904,4035.424984,157.2339935,Pescadero,24
40257,94,6006752.859,1928373.575,44905,4038.705822,158.6519928,Pescadero,24
40258,94,6006756.136,1928373.736,44906,4041.986675,159.9440002,Pescadero,24
40259,94,6006759.413,1928373.897,44907,4045.267512,161.6439972,Pescadero,24
40260,94,6006762.69,1928374.058,44908,4048.548366,163.1580048,Pescadero,24
40261,94,6006765.967,1928374.219,44909,4051.829203,164.1909943,Pescadero,24
40262,94,6006769.243,1928374.38,44910,4055.110041,164.727005,Pescadero,24
40263,94,6006772.52,1928374.541,44911,4058.390894,165.8430023,Pescadero,24
40264,94,6006775.797,1928374.702,44912,4061.671731,166.326004,Pescadero,24
40265,94,6006779.074,1928374.862,44913,4064.952569,167.677002,Pescadero,24
40266,94,6006782.351,1928375.023,44914,4068.233422,168.9859924,Pescadero,24
40267,94,6006785.628,1928375.184,44915,4071.514259,169.4100037,Pescadero,24
40268,94,6006788.905,1928375.345,44916,4074.795097,169.7369995,Pescadero,24
40269,94,6006792.182,1928375.506,44917,4078.07595,169.9179993,Pescadero,24
40270,94,6006795.459,1928375.667,44918,4081.356788,170.5149994,Pescadero,24
40271,94,6006798.736,1928375.828,44919,4084.637625,171.4790039,Pescadero,24
40272,94,6006802.012,1928375.989,44920,4087.918478,172.1239929,Pescadero,24
40273,94,6006805.289,1928376.149,44921,4091.199316,172.8939972,Pescadero,24
40274,94,6006808.566,1928376.31,44922,4094.480153,173.6900024,Pescadero,24
40275,94,6006811.843,1928376.471,44923,4097.761006,174.2330017,Pescadero,24
40276,94,6006815.12,1928376.632,44924,4101.041844,175.0279999,Pescadero,24
40277,94,6006818.397,1928376.793,44925,4104.322681,175.5899963,Pescadero,24
40278,94,6006821.674,1928376.954,44926,4107.603535,175.8860016,Pescadero,24
40279,94,6006824.951,1928377.115,44927,4110.884372,176.4299927,Pescadero,24
40280,94,6006828.228,1928377.275,44928,4114.165209,176.576004,Pescadero,24
40281,94,6006831.504,1928377.437,44929,4117.446063,176.5910034,Pescadero,24
40282,94,6006834.781,1928377.597,44930,4120.7269,177.1130066,Pescadero,24
40283,94,6006838.058,1928377.758,44931,4124.007737,179.1230011,Pescadero,24
40284,94,6006841.335,1928377.919,44932,4127.288591,180.1889954,Pescadero,24
40285,94,6006844.612,1928378.08,44933,4130.569428,181.1179962,Pescadero,24
40286,94,6006847.889,1928378.241,44934,4133.850282,181.8339996,Pescadero,24
40287,94,6006851.166,1928378.402,44935,4137.131119,182.6529999,Pescadero,24
40288,94,6006854.443,1928378.563,44936,4140.411956,183.3549957,Pescadero,24
40289,94,6006857.72,1928378.724,44937,4143.69281,183.7200012,Pescadero,24
40290,94,6006860.996,1928378.884,44938,4146.973319,184.1840057,Pescadero,24
40291,94,6006864.273,1928379.045,44939,4150.254157,184.6759949,Pescadero,24
40292,94,6006867.55,1928379.206,44940,4153.53501,185.2359924,Pescadero,24
40293,94,6006870.827,1928379.367,44941,4156.815847,185.897995,Pescadero,24
40294,94,6006874.104,1928379.528,44942,4160.096685,186.7899933,Pescadero,24
40295,94,6006877.381,1928379.689,44943,4163.377538,188.0429993,Pescadero,24
40296,94,6006880.658,1928379.85,44944,4166.658376,189.2619934,Pescadero,24
40297,94,6006883.934,1928380.01,44945,4169.939213,190.147995,Pescadero,24
40298,94,6006887.211,1928380.171,44946,4173.220066,190.8309937,Pescadero,24
40299,94,6006890.488,1928380.332,44947,4176.500904,191.3710022,Pescadero,24
40300,94,6006893.765,1928380.493,44948,4179.781741,192.6390076,Pescadero,24
40301,94,6006897.042,1928380.654,44949,4183.062594,194.1900024,Pescadero,24
40302,94,6006900.319,1928380.815,44950,4186.343432,194.6649933,Pescadero,24
40303,94,6006903.596,1928380.976,44951,4189.624269,196.3099976,Pescadero,24
40304,94,6006906.873,1928381.137,44952,4192.905122,197.0639954,Pescadero,24
40305,94,6006910.15,1928381.297,44953,4196.18596,198.0509949,Pescadero,24
40306,94,6006913.427,1928381.458,44954,4199.466797,199.1649933,Pescadero,24
40307,94,6006916.703,1928381.619,44955,4202.747651,200.404007,Pescadero,24
40308,94,6006919.98,1928381.78,44956,4206.028488,201.2189941,Pescadero,24
40309,94,6006923.257,1928381.941,44957,4209.309325,201.9929962,Pescadero,24
40310,94,6006926.534,1928382.102,44958,4212.590179,202.8119965,Pescadero,24
40311,94,6006929.811,1928382.263,44959,4215.871016,203.7630005,Pescadero,24
40312,94,6006933.088,1928382.424,44960,4219.151869,204.6699982,Pescadero,24
40313,94,6006936.365,1928382.584,44961,4222.432707,205.095993,Pescadero,24
40314,94,6006939.642,1928382.745,44962,4225.713544,206.227005,Pescadero,24
40315,94,6006942.919,1928382.906,44963,4228.994398,207.3410034,Pescadero,24
40316,94,6006946.196,1928383.067,44964,4232.275235,208.2980042,Pescadero,24
40317,94,6006949.472,1928383.228,44965,4235.556072,209.3560028,Pescadero,24
40318,94,6006952.749,1928383.389,44966,4238.836926,210.602005,Pescadero,24
40319,94,6006956.026,1928383.55,44967,4242.117763,211.6990051,Pescadero,24
40320,94,6006959.303,1928383.71,44968,4245.3986,212.7149963,Pescadero,24
40321,94,6006962.58,1928383.872,44969,4248.679454,213.4629974,Pescadero,24
40322,94,6006965.857,1928384.032,44970,4251.960291,213.9570007,Pescadero,24
40323,94,6006969.134,1928384.193,44971,4255.241128,216.1009979,Pescadero,24
40324,94,6006972.411,1928384.354,44972,4258.521982,217.5639954,Pescadero,24
40325,94,6006975.687,1928384.515,44973,4261.802492,218.6320038,Pescadero,24
40326,94,6006978.964,1928384.676,44974,4265.083329,219.3339996,Pescadero,24
40327,94,6006982.241,1928384.837,44975,4268.364182,220.3379974,Pescadero,24
40328,94,6006985.518,1928384.998,44976,4271.64502,221.0709991,Pescadero,24
40329,94,6006988.795,1928385.158,44977,4274.925857,222.0800018,Pescadero,24
40330,94,6006992.072,1928385.319,44978,4278.20671,223.0399933,Pescadero,24
40331,94,6006995.349,1928385.48,44979,4281.487548,223.8809967,Pescadero,24
40332,94,6006998.626,1928385.641,44980,4284.768385,224.5079956,Pescadero,24
40333,94,6007001.902,1928385.802,44981,4288.049239,225.0939941,Pescadero,24
40334,94,6007005.179,1928385.963,44982,4291.330076,225.852005,Pescadero,24
40335,94,6007008.456,1928386.124,44983,4294.610913,226.576004,Pescadero,24
40336,94,6007011.733,1928386.285,44984,4297.891767,227.973999,Pescadero,24
40337,94,6007015.01,1928386.445,44985,4301.172604,229.2109985,Pescadero,24
40338,94,6007018.287,1928386.606,44986,4304.453457,230.0829926,Pescadero,24
40339,94,6007021.564,1928386.767,44987,4307.734295,231.0079956,Pescadero,24
40340,94,6007024.841,1928386.928,44988,4311.015132,231.923996,Pescadero,24
40341,94,6007028.118,1928387.089,44989,4314.295986,233.0579987,Pescadero,24
40342,94,6007031.394,1928387.25,44990,4317.576823,233.8509979,Pescadero,24
40343,94,6007034.671,1928387.411,44991,4320.85766,234.6150055,Pescadero,24
40344,94,6007037.948,1928387.572,44992,4324.138514,237.0279999,Pescadero,24
40345,94,6007041.225,1928387.732,44993,4327.419351,237.7510071,Pescadero,24
40346,94,6007044.502,1928387.893,44994,4330.700188,238.9720001,Pescadero,24
40347,94,6007047.779,1928388.054,44995,4333.981042,240.048996,Pescadero,24
40348,94,6007051.056,1928388.215,44996,4337.261879,240.5059967,Pescadero,24
40349,94,6007054.333,1928388.376,44997,4340.542716,241.1519928,Pescadero,24
40350,94,6007057.61,1928388.537,44998,4343.82357,241.8439941,Pescadero,24
40351,94,6007060.887,1928388.698,44999,4347.104407,242.1269989,Pescadero,24
40352,94,6007064.163,1928388.858,45000,4350.385245,242.5749969,Pescadero,24
40353,94,6007067.44,1928389.02,45001,4353.666098,242.7799988,Pescadero,24
40354,94,6007070.717,1928389.18,45002,4356.946935,242.7799988,Pescadero,24
40355,94,6007073.994,1928389.341,45003,4360.227773,243.3760071,Pescadero,24
40356,94,6007077.271,1928389.502,45004,4363.508626,243.7200012,Pescadero,24
40357,94,6007080.548,1928389.663,45005,4366.789463,243.822998,Pescadero,24
40358,94,6007083.825,1928389.824,45006,4370.070301,243.9060059,Pescadero,24
40359,94,6007087.101,1928389.985,45007,4373.350826,244.0209961,Pescadero,24
40360,94,6007090.378,1928390.146,45008,4376.631664,244.5370026,Pescadero,24
40361,94,6007093.655,1928390.306,45009,4379.912501,245.5619965,Pescadero,24
40362,94,6007096.932,1928390.467,45010,4383.193355,245.9579926,Pescadero,24
40363,94,6007100.209,1928390.628,45011,4386.474192,245.8899994,Pescadero,24
40364,94,6007103.486,1928390.789,45012,4389.755045,247.1230011,Pescadero,24
40365,94,6007106.763,1928390.95,45013,4393.035883,247.9920044,Pescadero,24
40366,94,6007110.04,1928391.111,45014,4396.31672,248.4689941,Pescadero,24
40367,94,6007113.317,1928391.272,45015,4399.597573,248.9600067,Pescadero,24
40368,94,6007116.593,1928391.433,45016,4402.878411,249.5599976,Pescadero,24
40369,94,6007119.87,1928391.593,45017,4406.159248,250.5619965,Pescadero,24
40370,94,6007123.147,1928391.754,45018,4409.440102,251.6990051,Pescadero,24
40371,94,6007126.424,1928391.915,45019,4412.720939,252.2039948,Pescadero,24
40372,94,6007129.701,1928392.076,45020,4416.001776,252.5379944,Pescadero,24
40373,94,6007132.978,1928392.237,45021,4419.28263,253.2429962,Pescadero,24
40374,94,6007136.255,1928392.398,45022,4422.563467,253.9680023,Pescadero,24
40375,94,6007139.532,1928392.559,45023,4425.844304,254.8179932,Pescadero,24
40376,94,6007142.809,1928392.72,45024,4429.125158,255.7050018,Pescadero,24
40377,94,6007146.086,1928392.88,45025,4432.405995,256.4530029,Pescadero,24
40378,94,6007149.362,1928393.041,45026,4435.686832,257.2109985,Pescadero,24
40379,94,6007152.639,1928393.202,45027,4438.967686,258.0150146,Pescadero,24
40380,94,6007155.916,1928393.363,45028,4442.248523,258.6619873,Pescadero,24
40381,94,6007159.193,1928393.524,45029,4445.529361,258.8630066,Pescadero,24
40382,94,6007162.47,1928393.685,45030,4448.810214,259.5100098,Pescadero,24
40383,94,6007165.747,1928393.846,45031,4452.091051,260.2799988,Pescadero,24
40384,94,6007169.024,1928394.006,45032,4455.371889,261.7799988,Pescadero,24
40385,94,6007172.301,1928394.167,45033,4458.652742,262.1489868,Pescadero,24
40386,94,6007175.578,1928394.328,45034,4461.933579,262.6640015,Pescadero,24
40387,94,6007178.855,1928394.489,45035,4465.214417,262.9639893,Pescadero,24
40388,94,6007182.131,1928394.65,45036,4468.49527,264.1799927,Pescadero,24
40389,94,6007185.408,1928394.811,45037,4471.776108,264.7789917,Pescadero,24
40390,94,6007188.685,1928394.972,45038,4475.056961,265.5079956,Pescadero,24
40391,94,6007191.962,1928395.133,45039,4478.337798,265.822998,Pescadero,24
40392,94,6007195.239,1928395.293,45040,4481.618636,266.3900146,Pescadero,24
40393,94,6007198.516,1928395.455,45041,4484.899161,267.178009,Pescadero,24
40394,94,6007201.792,1928395.615,45042,4488.179999,267.8469849,Pescadero,24
40395,94,6007205.069,1928395.776,45043,4491.460836,268.5169983,Pescadero,24
40396,94,6007208.346,1928395.937,45044,4494.741689,269.2659912,Pescadero,24
40397,94,6007211.623,1928396.098,45045,4498.022527,269.92099,Pescadero,24
40398,94,6007214.9,1928396.259,45046,4501.303364,270.4830017,Pescadero,24
40399,94,6007218.177,1928396.42,45047,4504.584218,270.6919861,Pescadero,24
40400,94,6007221.454,1928396.581,45048,4507.865055,271.3670044,Pescadero,24
40401,94,6007224.731,1928396.741,45049,4511.145892,272.4440002,Pescadero,24
40402,94,6007228.008,1928396.902,45050,4514.426746,273.2879944,Pescadero,24
40403,94,6007231.285,1928397.063,45051,4517.707583,273.6730042,Pescadero,24
40404,94,6007234.561,1928397.224,45052,4520.98842,274.1799927,Pescadero,24
40405,94,6007237.838,1928397.385,45053,4524.269274,275.730011,Pescadero,24
40406,94,6007241.115,1928397.546,45054,4527.550111,276.7659912,Pescadero,24
40407,94,6007244.392,1928397.707,45055,4530.830948,277.29599,Pescadero,24
40408,94,6007247.669,1928397.868,45056,4534.111802,278.2749939,Pescadero,24
40409,94,6007250.946,1928398.028,45057,4537.392639,279.3919983,Pescadero,24
40410,94,6007254.223,1928398.189,45058,4540.673477,280.2780151,Pescadero,24
40411,94,6007257.5,1928398.35,45059,4543.95433,281.1870117,Pescadero,24
40412,94,6007260.777,1928398.511,45060,4547.235167,282.1919861,Pescadero,24
40413,94,6007264.053,1928398.672,45061,4550.516005,283.0220032,Pescadero,24
40414,94,6007267.33,1928398.833,45062,4553.796858,283.5339966,Pescadero,24
40415,94,6007270.607,1928398.994,45063,4557.077695,284.2659912,Pescadero,24
40416,94,6007273.884,1928399.155,45064,4560.358549,284.7650146,Pescadero,24
40417,94,6007277.161,1928399.315,45065,4563.639386,285.7409973,Pescadero,24
40418,94,6007280.438,1928399.476,45066,4566.920224,286.7839966,Pescadero,24
40419,94,6007283.715,1928399.637,45067,4570.201077,287.3580017,Pescadero,24
40420,94,6007286.992,1928399.798,45068,4573.481914,288.1480103,Pescadero,24
40421,94,6007290.269,1928399.959,45069,4576.762752,289.1400146,Pescadero,24
40422,94,6007293.546,1928400.12,45070,4580.043605,289.901001,Pescadero,24
40423,94,6007296.822,1928400.281,45071,4583.324442,290.8989868,Pescadero,24
40424,94,6007300.099,1928400.441,45072,4586.60528,291.6350098,Pescadero,24
40425,94,6007303.376,1928400.603,45073,4589.886133,293.2130127,Pescadero,24
40426,94,6007306.653,1928400.763,45074,4593.166971,294.276001,Pescadero,24
40427,94,6007309.93,1928400.924,45075,4596.44748,295.1700134,Pescadero,24
40428,94,6007313.207,1928401.085,45076,4599.728334,295.8089905,Pescadero,24
40429,94,6007316.483,1928401.246,45077,4603.009171,296.6669922,Pescadero,24
40430,94,6007319.76,1928401.407,45078,4606.290008,297.4419861,Pescadero,24
40431,94,6007323.037,1928401.568,45079,4609.570862,298.3190002,Pescadero,24
40432,94,6007326.314,1928401.728,45080,4612.851699,299.0079956,Pescadero,24
40433,94,6007329.591,1928401.889,45081,4616.132536,299.4460144,Pescadero,24
40434,94,6007332.868,1928402.05,45082,4619.41339,299.571991,Pescadero,24
40435,94,6007336.145,1928402.211,45083,4622.694227,300.644989,Pescadero,24
40436,94,6007339.422,1928402.372,45084,4625.975065,301.5,Pescadero,24
40437,94,6007342.699,1928402.533,45085,4629.255918,302.8309937,Pescadero,24
40438,94,6007345.976,1928402.694,45086,4632.536755,304.2250061,Pescadero,24
40439,94,6007349.252,1928402.854,45087,4635.817593,305.7569885,Pescadero,24
40440,94,6007352.529,1928403.016,45088,4639.098446,307.0979919,Pescadero,24
40441,94,6007355.806,1928403.176,45089,4642.379283,308.3999939,Pescadero,24
40442,94,6007359.083,1928403.337,45090,4645.660137,309.1019897,Pescadero,24
40443,94,6007362.36,1928403.498,45091,4648.940974,310.1910095,Pescadero,24
40444,94,6007365.637,1928403.659,45092,4652.221812,311.6589966,Pescadero,24
40445,94,6007368.914,1928403.82,45093,4655.502665,312.6180115,Pescadero,24
40446,94,6007372.191,1928403.981,45094,4658.783502,314.3559875,Pescadero,24
